146.9331	68.92809	0
146.914059	68.845536	0
146.857065	68.599208	0
146.760273	68.192382	0
146.622441	67.630433	0
146.440771	66.920768	0
146.212559	66.073215	0
145.935164	65.098267	0
145.60636	64.009342	0
145.224077	62.820116	0
144.786948	61.545947	0
144.29532	60.203244	0
143.74935	58.809242	0
143.150437	57.381464	0
142.501791	55.938068	0
141.806875	54.497052	0
141.071635	53.076988	0
140.299789	51.692887	0
139.466344	50.345509	0
138.588816	49.08723	0
137.682658	47.933157	0
136.765518	46.894549	0
135.855999	45.98136	0
134.973974	45.199921	0
134.139064	44.55389	0
133.369616	44.044892	0
132.682709	43.672514	0
132.092557	43.434595	0
131.610797	43.328815	0
131.245191	43.35174	0
131		43.5		0
130.883397	43.761766	0
130.900916	44.124382	0
131.047503	44.584287	0
131.315874	45.137186	0
131.697095	45.778404	0
132.180577	46.502884	0
132.755031	47.306713	0
133.407292	48.184675	0
134.123401	49.133112	0
134.889652	50.148206	0
135.691768	51.22579	0
136.514803	52.361761	0
137.345242	53.551475	0
138.197966	54.809688	0
139.058702	56.08978	0
139.913872	57.377948	0
140.752506	58.662299	0
141.564589	59.929635	0
142.340869	61.16628	0
143.073364	62.357765	0
143.755334	63.489907	0
144.380358	64.549031	0
144.943793	65.520349	0
145.440999	66.391905	0
145.868096	67.151264	0
146.222319	67.787773	0
146.50068	68.292687	0
146.70089	68.658946	0
146.821709	68.880602	0
146.862056	68.954796	0
146.897578	68.941443	0
