99.068821	13.797996	0
98.817223	13.669732	0
98.066113	13.287478	0
96.819901	12.662961	0
95.089651	11.810864	0
92.888286	10.75421	0
90.235101	9.520956	0
87.151235	8.140329	0
83.666182	6.646768	0
79.810427	5.074853	0
75.620255	3.460987	0
71.138312	1.839441	0
66.408948	0.24674	0
61.479897	-1.28314	0
56.404404	-2.71949	0
51.235852	-4.032592	0
46.034402	-5.197834	0
40.846351	-6.192552	0
35.620085	-6.951292	0
30.526879	-7.40656	0
25.638418	-7.565448	0
21.021264	-7.448898	0
16.740693	-7.083078	0
12.855454	-6.505175	0
9.416927	-5.757448	0
6.468572	-4.883272	0
4.045926	-3.927135	0
2.173928	-2.929962	0
0.871592	-1.926446	0
0.146774	-0.943758	0
0		0		0
0.418578	0.858611	0
1.38205	1.590826	0
2.870487	2.201924	0
4.857323	2.701298	0
7.311475	3.101747	0
10.197341	3.419474	0
13.480744	3.674921	0
17.120155	3.890527	0
21.076325	4.094101	0
25.310138	4.312459	0
29.780364	4.573131	0
34.4445	4.905488	0
39.261731	5.334088	0
44.301623	5.852551	0
49.414548	6.397435	0
54.536172	6.973837	0
59.612618	7.584283	0
64.588726	8.226069	0
69.409752	8.893522	0
74.02165	9.576016	0
78.37376	10.260372	0
82.417405	10.933692	0
86.104879	11.576141	0
89.395706	12.173954	0
92.249824	12.710391	0
94.634106	13.169689	0
96.519817	13.54074	0
97.884027	13.814263	0
98.708893	13.980682	0
98.984793	14.036624	0
99.026807	13.91731	0
