357.392839	80.075808	200
355.063821	77.299926	200
352.694653	74.581384	200
347.835867	69.316323	200
342.824509	64.269156	200
337.672624	59.422682	200
332.360139	54.80557	200
326.870992	50.440757	200
321.120867	46.448658	200
318.113309	44.641833	200
315.001359	42.984094	200
311.768959	41.498376	200
308.379972	40.236287	200
306.613208	39.708455	200
304.766144	39.295305	200
302.794613	39.059911	200
301.696427	39.102768	200
300		40		200
300.142608	41.321851	200
300.650584	42.121901	200
301.867288	43.4353	200
303.200429	44.58241	200
304.585764	45.654977	200
307.444766	47.673963	200
310.368009	49.601204	200
313.331402	51.471104	200
316.294795	53.341004	200
322.213551	57.092272	200
328.108217	60.877944	200
334.002882	64.663617	200
339.877473	68.47796	200
345.715928	72.343909	200
351.518248	76.261465	200
354.40937	78.234578	200
357.288448	80.224893	200
